Id,Code,Name,Retired,North Limit,South Limit,West Limit,East Limit
6089,tpe,Tippera,,23.735,23.48,91.938,92.212
6090,tpf,Tarpia,,-2.38121,-2.38121,139.975,139.975
6091,tpg,Kula,,-8.145,-8.359,124.898,125.111
6092,tpi,Tok Pisin,,-3.972,-4.344,142.41,142.962
6093,tpj,Tapieté,,-19.596,-22.746,-63.846,-60.163
6094,tpk,Tupinikin,,-19,-19,-40.4167,-40.4167
6095,tpl,Me'phaa, Tlacoapa,,17.564,17.096,-98.922,-98.681
6096,tpm,Tampulma,,10.444,9.506,-1.479,-0.52
6097,tpo,Tai Pao,,18.637,18.493,104.572,104.744
6098,tpp,Tepehua, Pisaflores,,20.741,20.666,-98.077,-97.984
6099,tpq,Tukpa,,31.548,31.43,78.078,78.247
6100,tpr,Tuparí,,-11.587,-11.995,-65.063,-62.04
6101,tpt,Tepehua, Tlachichilco,,20.733,20.675,-98.26,-98.13
6102,tpu,Tampuan,,13.765,13.336,107.017,107.474
6103,tpv,Tanapag,,15.242,15.232,145.752,145.762
6104,tpx,Me'phaa, Acatepec,,17.486,16.986,-99.268,-98.852
6105,tpy,Trumai,,-11.557,-12.73,-53.738,-52.821
6106,tpz,Tinputz,,-5.53,-5.636,154.883,155.062
6107,tqb,Tembé,,-2.482,-2.723,-48.444,-48.028
6108,tql,Lehali,,-13.481,-13.527,167.294,167.37
6109,tqm,Turumsa,,-7.928,-7.937,142.563,142.572
6110,tqn,Tenino,,45.061,44.572,-121.829,-121.05
6111,tqo,Toaripi,,-7.614,-8.584,145.848,146.564
6112,tqp,Tomoip,,-4.938,-5.556,151.601,151.982
6113,tqq,Tunni,,2.389,0.329,42.897,44.503
6114,tqr,Torona,,11.1254,11.1254,30.341,30.341
6115,tqt,Totonac, Ozumatlán,,20.493,20.423,-98.003,-97.894
6116,tqu,Touo,,-8.471,-8.8,157.188,157.654
6117,tqw,Tonkawa,,30.25,30.25,-96.75,-96.75
6118,tra,Tirahi,,34.25,34.112,69.514,69.666
6119,trb,Terebu,,-3.663,-3.705,143.808,143.861
6120,trc,Triqui, Copala,,17.246,17.072,-98.083,-97.882
6121,trd,Turi,,22.13,21.946,84.358,84.584
6122,tre,Tarangan, East,,-6.39,-6.93,134.051,134.526
6123,trf,Trinidadian Creole English,,10.841,10.036,-61.924,-60.91
6124,trg,Lishán Didán,,38,38,47,47
6125,trh,Turaka,,-9.807,-9.862,149.533,149.6
6126,tri,Trió,,3.289,1.679,-56.28,-55.55
6127,trj,Toram,,11.366,11.037,19.315,19.736
6128,trl,Traveller Scottish,,55.9829,55.9829,-4.38593,-4.38593
6129,trm,Tregami,,34.814,34.692,70.919,71.005
6130,trn,Trinitario,,-15.008,-15.52,-66.213,-64.606
6131,tro,Naga, Tarao,,24.496,24.309,94.1,94.241
6132,trp,Kok Borok,,24.223,22.929,91.236,92.252
6133,trq,Triqui, San Martín Itunyoso,,17.276,17.209,-97.961,-97.88
6134,trr,Taushiro,,-3.051,-3.373,-75.774,-75.347
6135,trs,Triqui, Chicahuaxtla,,17.233,17.094,-97.9,-97.81
6136,trt,Tunggare,,-3.1,-3.501,135.291,135.811
6137,tru,Turoyo,,37.444,37.213,41.727,42.235
6138,trv,Taroko,,24.359,23.558,120.944,121.771
6139,trw,Torwali,,35.452,35.167,72.407,72.657
6140,trx,Bidayuh, Tringgus-Sembaan,,1.46,1.299,109.887,110.013
6141,try,Turung,,26.3441,26.3441,92.2676,92.2676
6142,trz,Torá,,-6.071,-6.329,-61.885,-61.599
6143,tsa,Tsaangi,,-1.594,-3.165,12.156,13.163
6144,tsb,Tsamai,,5.731,5.1,36.754,37.074
6145,tsc,Tswa,,-20.605,-24.856,30.19,35.605
6146,tsd,Tsakonian,,37.147,37.135,22.728,22.74
6147,tse,Tunisian Sign Language,,36.4956,36.4956,10.0335,10.0335
6148,tsf,Tamang, Southwestern,,27.766,27.333,84.639,85.168
6149,tsg,Tausug,,7.177,4.222,117.115,121.459
6150,tsh,Tsuvan,,10.195,10.115,13.582,13.674
6151,tsi,Tsimshian,,55.312,52.55,-131.641,-128.508
6152,tsj,Tshangla,,28.165,26.777,90.584,92.204
6153,tsk,Tseku,,27.849,27.035,87.736,89.407
6154,tsl,Ts'ün-Lao,,22.457,21.157,102.893,103.945
6155,tsm,Turkish Sign Language,,41.0267,41.0267,28.8555,28.8555
6156,tsn,Tswana,,-17.781,-29.456,19.269,29.816
6157,tso,Tsonga,,-21.312,-25.904,30.25,34.759
6158,tsp,Toussian, Northern,,11.352,10.961,-5.1,-4.666
6159,tsq,Thai Sign Language,,13.7837,13.7837,100.445,100.445
6160,tsr,Akei,,-15.35,-15.667,166.635,166.898
6161,tss,Taiwan Sign Language,,25.0206,25.0206,121.305,121.305
6162,tsu,Tsou,,23.735,23.069,120.649,120.924
6163,tsv,Tsogo,,-0.934,-2.24,10.544,11.728
6164,tsw,Tsishingini,,10.611,9.692,4.742,5.479
6165,tsx,Mubami,,-7.317,-7.961,142.742,143.254
6167,tsz,Purepecha,,19.867,19.115,-101.902,-101.36
6168,ttb,Gaa,,8.566,8.388,11.827,12.094
6169,ttc,Tektiteko,,15.495,15.275,-92.143,-91.962
6170,ttd,Tauade,,-8.1,-8.506,146.826,147.362
6171,tte,Bwanabwana,,-10.388,-10.969,151.001,151.42
6172,ttf,Tuotomb,,4.674,4.637,10.627,10.691
6173,ttg,Tutong,,4.846,4.671,114.559,114.718
6174,tth,Ta'oih, Upper,,16.422,15.798,106.52,107.29
6175,tti,Tobati,,-2.546,-2.646,140.692,140.808
6176,ttj,Tooro,,1.236,0.02,30.008,31.27
6177,ttk,Totoro,,2.55149,2.55149,-76.6379,-76.6379
6178,ttl,Totela,,-15.715,-16.743,23.998,25.341
6179,ttm,Tutchone, Northern,,63.659,62.026,-136.806,-135.795
6180,ttn,Towei,,-3.819,-3.931,140.747,140.86
6181,tto,Ta'oih, Lower,,16.046,15.77,106.629,107.117
6182,ttp,Tombelala,,-2.484,-2.532,121.888,121.942
6183,ttq,Tamajaq,,18.794,13.765,-0.487,7.261
6184,ttr,Tera,,11.396,10.675,11.44,12.179
6185,tts,Thai, Northeastern,,18.451,12.306,100.333,105.639
6186,ttt,Tat, Muslim,,41.446,36.577,48.305,50.001
6187,ttu,Torau,,-6.068,-6.223,155.39,155.555
6188,ttv,Titan,,-2.181,-2.531,146.818,147.816
6189,ttw,Long Wat,,3.931,3.496,114.503,115.137
6190,tty,Sikaritai,,-2.675,-2.961,138.098,138.477
6191,ttz,Tsum,,28.529,28.424,85.008,85.156
6192,tua,Wiarumus,,-3.611,-3.652,143.73,143.782
6193,tub,Tübatulabal,,35.327,35.327,-117.163,-117.163
6194,tuc,Mutu,,-5.758,-5.964,147.933,148.053
6195,tud,Tuxá,,-12.05,-12.05,-41.1666,-41.1666
6196,tue,Tuyuca,,0.615,0.202,-70.22,-69.842
6197,tuf,Tunebo, Central,,7.207,6.347,-72.562,-71.822
6198,tug,Tunia,,9.582,9.202,18.018,18.394
6199,tuh,Taulil,,-4.391,-4.481,151.946,152.244
6200,tui,Tupuri,,10.484,9.695,14.538,15.124
6201,tuj,Tugutil,,1.69,0.346,127.676,128.752
6202,tuk,Turkmen,,42.727,35.124,44.293,67.124
6203,tul,Tula,,10.004,9.739,11.382,11.669
6204,tum,Tumbuka,,-10.065,-12.697,32.288,34.277
6205,tun,Tunica,,30.9888,30.9888,-92.5403,-92.5403
6206,tuo,Tucano,,0.763,0.436,-70.338,-69.055
6207,tuq,Tedaga,,23.45,12.775,10.249,21.402
6208,tur,Turkish,,42.472,35.022,20.538,43.749
6209,tus,Tuscarora,,43.188,42.997,-80.068,-78.911
6210,tuu,Tututni,,42.5563,42.5563,-124.293,-124.293
6211,tuv,Turkana,,5.38,0.37,33.994,37.36
6212,tux,Tuxináwa,,-9.74999,-9.74999,-69.0167,-69.0167
6213,tuy,Tugen,,0.79,0.535,35.617,36.082
6214,tuz,Turka,,10.936,10.488,-5.162,-4.68
6215,tva,Vaghua,,-6.59,-6.757,156.379,156.705
6216,tvd,Tsuvadi,,11.134,10.401,4.738,5.704
6217,tve,Te'un,,-3.183,-6.997,128.895,129.158
6218,tvk,Ambrym, Southeast,,-16.236,-16.379,168.109,168.313
6219,tvl,Tuvaluan,,-5.669,-10.8,176.119,179.863
6220,tvm,Tela-Masbuar,,-7.988,-8.038,129.661,129.713
6221,tvn,Tavoyan,,14.939,12.754,97.766,98.863
6222,tvo,Tidore,,0.984,-0.115,126.113,127.816
6223,tvs,Taveta,,-3.154,-3.615,37.59,37.822
6224,tvt,Naga, Tutsa,,27.161,27.161,95.8,95.8
6225,tvw,Sedoa,,-1.147,-1.411,120.314,120.589
6226,tvy,Pidgin, Timor,,-8.65995,-8.65995,125.59,125.59
6227,twa,Twana,,47.7419,47.7419,-121.765,-121.765
6228,twb,Tawbuid, Western,,12.968,12.678,120.888,121.164
6229,twc,Teshenawa,,9.64189,9.64189,8.35594,8.35594
6230,twd,Twents,,52.551,52.115,6.464,7.078
6231,twf,Tiwa, Northern,,36.518,36.146,-105.758,-105.485
6232,twg,Tereweng,,-8.418,-8.495,124.183,124.288
6233,twh,Tai Dón,,22.56,20.147,102.675,104.726
6234,twl,Tawara,,-15.665,-16.47,30.422,32.82
6235,twm,Monba, Cuona,,27.7686,27.7686,92.1838,92.1838
6236,twn,Twendi,,6.399,6.332,11.673,11.728
6237,two,Tswapong,,-22.265,-24.091,26.656,28.164
6238,twp,Ere,,-2.112,-2.206,147.025,147.141
6239,twq,Tasawaq,,16.903,16.665,6.798,7.043
6240,twr,Tarahumara, Southwestern,,27.215,26.85,-107.788,-107.369
6241,twt,Turiwára,,-2,-2,-49.5,-49.5
6242,twu,Termanu,,-10.595,-10.84,123.063,123.275
6243,tww,Tuwari,,-4.73,-5.022,142.044,142.147
6244,twx,Tewe,,-17.771,-19.122,33.219,34.43
6245,twy,Tawoyan,,-0.885,-1.706,114.789,115.619
6246,txa,Tombonuo,,6.808,5.972,116.928,117.716
6247,txe,Totoli,,1.355,0.74,120.235,121.098
6248,txi,Ikpeng,,-11.172,-11.529,-53.698,-53.293
6249,txm,Tomini,,0.673,0.405,120.503,121.278
6250,txn,Tarangan, West,,-6.153,-6.77,134.049,134.303
6251,txo,Toto,,26.67,26.67,88.975,88.975
6252,txq,Tii,,-10.801,-11.005,122.829,123.041
6253,txs,Tonsea,,1.624,1.367,124.859,125.245
6254,txt,Citak,,-5.318,-5.829,139.251,139.671
6255,txu,Kayapó,,-3.644,-10.128,-52.928,-51.053
6256,txx,Tatana,,5.566,5.437,115.461,115.645
6257,txy,Malagasy, Tanosy,,-22.298,-25.201,43.94,47.775
6258,tya,Tauya,,-5.708,-5.815,145.291,145.441
6259,tye,Kyenga,,11.636,11.516,3.491,3.853
6260,tyh,O'du,,19.597,19.244,103.739,104.854
6261,tyi,Teke-Tsaayi,,-2.707,-3.363,13.492,14.229
6262,tyj,Tai Do,,19.581,18.726,104.386,105.49
6263,tyl,Thu Lao,,22.772,22.735,104.23,104.272
6264,tyn,Kombai,,-5.319,-5.819,139.58,140.225
6265,typ,Thaypan,,-14.674,-14.963,143.098,143.55
6266,tyr,Tai Daeng,,21.371,19.713,104.19,105.085
6267,tys,Tày Sa Pa,,22.308,22.282,103.791,103.819
6268,tyt,Tày Tac,,21.415,21.351,103.971,104.044
6269,tyu,Kua,,-20.589,-22.935,25.054,26.978
6270,tyv,Tuva,,53.055,44.067,86.359,101.033
6271,tyx,Teke-Tyee,,-3.078,-3.821,13.368,14.366
6272,tyz,Tày,,23.075,21.062,104.476,107.859
6273,tza,Tanzanian Sign Language,,-6.82431,-6.82431,39.127,39.127
6274,tzh,Tzeltal,,16.771,16.476,-92.518,-92.039
6275,tzj,Tz'utujil,,14.701,14.53,-91.311,-91.092
6276,tzm,Tamazight, Central Atlas,,34.391,29.685,-7.148,0.155
6277,tzn,Tugun,,-7.658,-7.817,126.558,126.843
6278,tzo,Tzotzil,,16.348,16.183,-92.673,-92.526
6279,tzx,Tabriak,,-4.302,-4.67,143.429,143.757
6280,uam,Uamué,,-8.49999,-8.49999,-38.75,-38.75
6281,uan,Kuan,,18.0769,18.0769,105.31,105.31
6282,uar,Tairuma,,-7.898,-7.983,145.656,145.819
6283,uba,Ubang,,6.446,6.378,9.175,9.348
6284,ubi,Ubi,,11.887,11.715,18.465,18.651
6286,ubr,Ubir,,-9.333,-9.628,149.132,149.441
6287,ubu,Umbu-Ungu,,-5.796,-6.105,143.681,144.258
6288,uby,Ubykh,,43.67,43.67,39.67,39.67
6289,uda,Uda,,4.742,4.655,7.974,8.157
6290,ude,Udihe,,49.916,46.32,135.377,137.701
6292,udi,Udi,,40.945,40.845,47.668,47.779
6293,udj,Ujir,,-5.584,-5.696,134.242,134.288
6294,udl,Wuzlam,,11.015,10.887,14.084,14.192
6295,udm,Udmurt,,58.546,55.884,51.114,54.157
6296,udu,Uduk,,10.332,8.224,33.811,34.464
6297,ues,Kioko,,-4.912,-5.042,122.893,123.01
6298,ufi,Ufim,,-6.003,-6.116,146.11,146.38
6299,ugb,Kuku-Ugbanh,,-13.916,-14.059,141.503,141.635
6300,uge,Ughele,,-8.395,-8.519,157.271,157.405
6301,ugn,Ugandan Sign Language,,0.2475,0.2475,32.4829,32.4829
6302,ugo,Ugong,,14.274,14.201,100.047,100.143
6303,ugy,Uruguayan Sign Language,,-34.5967,-34.5967,-56.4509,-56.4509
6304,uha,Uhami,,7.44,7.315,5.585,5.786
6305,uhn,Damal,,-3.743,-4.759,136.537,138.454
6306,uig,Uyghur,,48.095,35.168,74.708,96.539
6307,uis,Uisai,,-6.518,-6.593,155.598,155.813
6308,uiv,Iyive,,6.689,6.344,9.424,9.636
6309,uji,Tanjijili,,9.449,9.353,6.794,6.955
6310,uka,Kaburi,,-1.767,-2.032,132.329,132.728
6311,ukg,Ukuriguma,,-4.923,-4.987,145.49,145.539
6312,ukh,Ukhwejo,,2.974,2.844,16.219,16.315
6313,ukl,Ukrainian Sign Language,,50.4111,50.4111,30.553,30.553
6314,ukp,Ukpe-Bayobiri,,6.578,6.485,8.904,9.148
6315,ukq,Ukwa,,5.669,5.488,7.878,8.042
6316,ukr,Ukrainian,,52.369,44.39,22.129,40.207
6317,uks,Kaapor Sign Language,,-2.496,-2.59,-46.491,-46.352
6318,uku,Ukue,,7.541,7.419,5.499,5.666
6319,ukw,Ukwuani-Aboh-Ndoni,,6.134,5.431,6.255,6.716
6320,ula,Fungwa,,10.579,10.38,6.506,6.677
6321,ulb,Ulukwumi,,6.589,6.422,6.509,6.675
6322,ulc,Ulch,,52.403,51.336,139.774,140.806
6323,ulf,Usku,,-3.5,-3.771,140.427,140.576
6324,uli,Ulithian,,10.022,8.138,137.552,140.529
6325,ulk,Meriam,,-9.576,-9.994,143.759,144.065
6326,ull,Ullatan,,9.607,9.328,77.019,77.163
6327,ulm,Ulumanda',,-2.492,-3.315,118.753,119.235
6328,uln,Unserdeutsch,,-4.19566,-4.19566,152.183,152.183
6329,ulu,Uma' Lung,,3.25,3.25,116.5,116.5
6330,ulw,Ulwa,,12.9323,12.9323,-83.5815,-83.5815
6331,uma,Umatilla,,45.717,45.494,-118.745,-118.359
6332,umb,Umbundu,,-10.151,-15.724,12.027,16.802
6333,umd,Umbindhamu,,-13.747,-14.092,143.026,143.63
6334,umg,Umbuygamu,,-14.043,-14.475,143.47,143.791
6335,umi,Ukit,,2.371,1.505,113.869,114.64
6336,umm,Umon,,5.51,5.235,7.99,8.217
6338,umo,Umotína,,-15.5929,-15.5929,-57.4192,-57.4192
6339,ump,Umpila,,-12.882,-13.455,143.334,143.6
6340,umr,Umbugarla,,-12.708,-13.143,131.57,132.079
6341,ums,Pendau,,0.522,-0.176,119.612,120.111
6342,umu,Munsee,,42.795,42.557,-81.974,-81.509
6343,una,Watut, North,,-6.598,-6.694,146.157,146.279
6344,une,Uneme,,6.999,6.941,6.073,6.195
6345,ung,Ngarinyin,,-15.096,-17.478,124.727,128.139
6346,unk,Enawené-Nawé,,-12.226,-12.638,-59.129,-58.831
6347,unm,Unami,,35.0264,35.0264,-98.3201,-98.3201
6348,unp,Worora (retired),true,-15.249,-16.422,123.143,124.962
6349,unr,Mundari,,25.0391,25.0391,87.1792,87.1792
6350,unx,Munda,,25.0391,25.0391,87.1792,87.1792
6351,unz,Kaili, Unde,,-0.707,-0.96,119.505,119.841
6352,uok,Uokha,,7.049,6.971,5.955,6.012
6353,upi,Umeda,,-3.327,-3.372,141.128,141.186
6354,upv,Uripiv-Wala-Rano-Atchin,,-15.908,-16.128,167.278,167.483
6355,ura,Urarina,,-4.09,-4.817,-75.826,-75.016
6356,urb,Kaapor,,-1.969,-2.956,-46.767,-45.673
6357,urc,Urningangg,,-12.289,-13.725,132.65,133.396
6358,urd,Urdu,,29.908,17.294,66.862,79.226
6359,ure,Uru,,-16.655,-16.796,-69.041,-68.901
6360,urf,Uradhi,,-11.888,-12.126,141.966,142.272
6361,urg,Urigina,,-5.533,-5.645,145.445,145.569
6362,urh,Urhobo,,6.168,5.188,5.516,6.207
6363,uri,Urim,,-3.504,-3.657,142.586,142.72
6364,urk,Urak Lawoi',,7.818,6.504,98.313,99.325
6365,url,Urali,,10.991,10.707,76.718,76.884
6366,urm,Urapmin,,-5.014,-5.163,141.515,141.565
6367,urn,Uruangnirin,,-3.392,-3.472,132.73,132.752
6368,uro,Ura,,-4.474,-4.803,151.743,152.163
6369,urp,Uru-Pa-In,,-11.174,-11.422,-62.935,-62.51
6370,urr,Löyöp,,-13.512,-13.616,167.295,167.541
6371,urt,Urat,,-3.525,-3.67,142.719,142.862
6372,uru,Urumi,,-9.08,-9.08,-63.848,-63.848
6373,urv,Uruava,,-6.23314,-6.23314,155.573,155.573
6374,urw,Sop,,-5.388,-5.597,145.286,145.436
6375,urx,Urimo,,-3.744,-3.918,143.604,143.797
6376,ury,Orya,,-2.27,-3.045,139.57,140.21
6377,urz,Uru-Eu-Wau-Wau,,-10.735,-11.538,-64.094,-63.176
6378,usa,Usarufa,,-6.34,-6.461,145.582,145.684
6379,ush,Ushojo,,35.213,35.118,72.559,72.727
6380,usi,Usoi,,23.094,22.954,91.725,91.851
6381,usk,Usaghade,,5.094,4.479,8.331,8.841
6382,usp,Uspanteko,,15.384,15.346,-90.917,-90.861
6383,usu,Uya,,-5.304,-5.338,145.452,145.488
6384,uta,Otank,,6.715,6.475,9.259,9.55
6385,ute,Ute-Southern Paiute,,40.607,36.188,-115.173,-108.251
6386,utr,Etulo,,7.849,7.67,9.353,9.536
6387,utu,Utu,,-5.107,-5.207,145.495,145.592
6388,uum,Urum,,47.474,47.007,37.425,37.741
6389,uun,Kulon-Pazeh,,23.7562,23.7562,120.976,120.976
6390,uuu,U,,24.438,21.598,100.459,101.817
6391,uve,Uvean, West,,-20.389,-20.746,166.134,166.628
6392,uvh,Uri,,-6.372,-6.482,146.505,146.712
6393,uvl,Lote,,-5.894,-6.047,150.766,151.055
6394,uwa,Kuku-Uwanh,,-13.983,-14.163,141.623,141.825
6395,uya,Doko-Uyanga,,5.668,5.357,8.175,8.363
6396,uzn,Uzbek, Northern,,44.242,37.184,59.945,90.406
6397,uzs,Uzbek, Southern,,37.331,35.01,63.415,69.605
6398,vaa,Vaagri Booli,,12.215,12.215,79.5335,79.5335
6399,vae,Vale,,7.584,7.392,18.181,18.936
6400,vaf,Vafsi,,34.578,34.48,49.956,50.057
6401,vag,Vagla,,9.585,9.175,-2.553,-2.074
6402,vah,Varhadi-Nagpuri,,20.845,20.568,79.494,80.01
6403,vai,Vai,,7.431,6.557,-11.72,-10.958
6404,vaj,Vasekela Bushman,,-18.2675,-18.2675,18.1864,18.1864
6405,val,Vehes,,-6.88,-6.953,146.838,146.952
6406,vam,Vanimo,,-2.636,-2.855,141.187,141.653
6407,van,Valman,,-3.181,-3.284,142.432,142.566
6408,vao,Vao,,-15.89,-15.94,167.248,167.309
6409,vap,Vaiphei,,24.255,24.037,93.574,93.865
6410,var,Huarijío,,28.142,27.581,-108.747,-108.127
6411,vas,Vasavi,,21.623,21.202,73.439,74.292
6412,vau,Vanuma,,1.005,0.84,29.681,29.946
6413,vav,Varli,,20.706,19.937,73.1,73.424
6414,vay,Wayu,,27.362,27.252,86.032,86.214
6415,vbb,Babar, Southeast,,-7.877,-8.053,129.74,129.861
6417,vec,Talian,,46.681,44.792,10.632,12.855
6418,ved,Veddah,,7.457,6.895,80.964,81.317
6419,vel,Veluws,,52.523,51.995,5.677,6.211
6420,vem,Vemgo-Mabas,,10.871,10.755,13.617,13.714
6421,ven,Venda,,-20.66,-23.509,28.756,31.086
6422,veo,Ventureño,,34.1761,34.1761,-119.035,-119.035
6423,vep,Veps,,61.477,59.982,34.431,35.694
6424,ver,Mom Jango,,9.231,8.674,12.36,12.948
6425,vgr,Vaghri,,26.237,26.054,68.506,68.705
6426,vgt,Flemish Sign Language,,50.8021,50.8021,4.31312,4.31312
6427,vic,Netherlands Antilles Creole English,,18.757,17.471,-65.086,-62.944
6428,vid,Vidunda,,-7.416,-7.657,36.819,37.044
6429,vie,Vietnamese,,22.159,8.56,104.37,109.465
6430,vif,Vili,,-2.475,-5.027,9.781,12.315
6431,vig,Viemo,,10.959,10.732,-4.012,-3.671
6432,vil,Vilela,,-27.324,-27.485,-59.081,-58.851
6433,vin,Vinza,,-4.775,-5.198,29.879,31.261
6434,vis,Vishavan,,10.26,10.086,76.675,76.843
6435,vit,Viti,,6.682,6.648,11.1,11.117
6436,viv,Iduna,,-9.176,-9.438,150.095,150.386
6437,vka,Kariyarra,,-20.445,-20.445,118.613,118.613
6438,vki,Ija-Zuba,,9.027,8.917,6.925,7.047
6439,vkj,Kujarge,,11.886,11.614,22.056,22.336
6440,vkk,Kaur,,-4.356,-4.916,103.219,103.805
6441,vkl,Kulisusu,,-4.361,-4.912,122.875,123.215
6442,vkm,Kamakan,,-13.0678,-13.0678,-40.3434,-40.3434
6443,vko,Kodeoha,,-3.3,-3.467,120.867,121.007
6444,vkp,Korlai Creole Portuguese,,19.0348,19.0348,73.0099,73.0099
6445,vkt,Malay, Tenggarong Kutai,,1.398,-0.823,116.295,118.996
6446,vku,Kurrama,,-21.946,-22.485,116.837,118.183
6447,vlp,Valpei,,-14.627,-14.8,166.531,166.68
6448,vls,Vlaams,,51.411,50.706,2.223,4.239
6449,vma,Martuyhunira,,-20.657,-21.14,116.344,116.87
6450,vmb,Mbabaram,,-19.969,-20.356,143.121,143.755
6451,vmc,Mixtec, Juxtlahuaca,,17.565,17.234,-98.132,-97.897
6452,vmd,Koraga, Mudu,,12.678,12.566,75.063,75.15
6453,vme,Masela, East,,-8.117,-8.155,129.841,129.906
6454,vmf,Mainfränkisch,,50.005,50.005,8.621,8.621
6455,vmg,Minigir,,-4.264,-4.338,151.964,152.046
6456,vmh,Maraghei,,36.8259,36.8259,49.9665,49.9665
6457,vmi,Miwa,,-13.735,-14.741,126.366,127.477
6458,vmj,Mixtec, Ixtayutla,,16.668,16.498,-97.636,-97.516
6459,vmk,Makhuwa-Shirima,,-13.033,-15.568,35.6,37.45
6460,vml,Malgana,,-26.211,-26.211,114.245,114.245
6461,vmm,Mixtec, Mitlatongo,,17.207,17.115,-97.231,-97.12
6462,vmp,Mazatec, Soyaltepec,,18.444,18.128,-96.677,-96.312
6463,vmq,Mixtec, Soyaltepec,,17.598,17.517,-97.239,-97.145
6464,vmr,Marenje,,-16.085,-16.598,35.296,36.19
6465,vms,Moksela,,-3.098,-3.098,128.654,128.654
6466,vmu,Muluridyi,,-16.92,-17.192,145.193,145.465
6467,vmv,Maidu, Valley,,39.8078,39.8078,-121.191,-121.191
6468,vmw,Makhuwa,,-13.591,-16.2,36.767,40.843
6469,vmx,Mixtec, Tamazola,,17.173,17.08,-97.148,-97.052
6470,vmy,Mazatec, Ayautla,,18.138,18.062,-96.659,-96.531
6471,vmz,Mazatec, Mazatlán,,18.147,18.022,-96.971,-96.807
6472,vnk,Lovono,,-10.6865,-10.6865,165.927,165.927
6473,vnm,Neve'ei,,-16.176,-16.277,167.38,167.474
6474,vnp,Vunapu,,-14.768,-14.937,166.618,166.764
6475,vor,Voro,,9.83,9.736,12.002,12.142
6476,vot,Vod,,59.43,59.328,28.577,28.67
6477,vra,Vera'a,,-13.8096,-13.8096,167.475,167.475
6479,vrs,Varisi,,-6.733,-7.016,156.431,156.879
6480,vrt,Banam Bay,,-16.338,-16.478,167.677,167.785
6481,vsi,Moldova Sign Language,,47.107,47.107,28.694,28.694
6482,vsl,Venezuelan Sign Language,,10.3294,10.3294,-66.7678,-66.7678
6485,vum,Vumbu,,-2.105,-2.248,10.573,10.727
6486,vun,Vunjo,,-3.183,-3.615,37.411,37.758
6487,vut,Vute,,6.853,4.411,11.336,13.078
6488,waa,Walla Walla,,45.786,45.636,-118.563,-118.285
6489,wab,Wab,,-5.604,-5.62,146.449,146.474
6490,wac,Wasco-Wishram,,45.669,44.981,-121.633,-120.719
6491,wad,Wandamen,,-1.651,-2.991,133.295,134.696
6492,wae,Walser,,47.325,45.868,7.902,10.227
6493,waf,Wakoná,,-9.91666,-9.91666,-36.5,-36.5
6494,wag,Wa'ema,,-10.277,-10.315,150.38,150.417
6495,wah,Watubela,,-4.379,-4.539,131.575,131.678
6496,wai,Wares,,-2.417,-2.531,139.271,139.404
6497,waj,Waffa,,-6.431,-6.656,146.018,146.162
6498,wal,Wolaytta,,7.197,6.103,37.414,38.093
6499,wam,Wampanoag,,41.705,41.705,-73.3148,-73.3148
6500,wan,Wan,,8.018,7.616,-5.943,-5.699
6501,wao,Wappo,,38.25,38.25,-122.5,-122.5
6502,wap,Wapishana,,3.595,1.578,-60.827,-57.752
6503,waq,Wageman,,-13.288,-14.432,131.296,132.49
6504,war,Waray-Waray,,12.698,10.609,124.263,125.97
6505,was,Washo,,39.148,38.691,-119.872,-119.461
6506,wat,Kaninuwa,,-9.198,-9.252,150.222,150.284
6507,wau,Waurá,,-13.069,-13.535,-53.869,-53.525
6508,wav,Waka,,8.866,8.728,11.42,11.566
6509,waw,Waiwai,,2.088,-0.821,-59.927,-57.796
6510,wax,Marangis,,-3.856,-4.047,144.516,144.649
6511,way,Wayana,,3.56,0.844,-55.568,-53.91
6512,waz,Wampur,,-6.228,-6.466,146.069,146.184
6513,wba,Warao,,10.528,5.425,-63.245,-57.188
6514,wbb,Wabo,,-1.734,-1.871,136.608,136.907
6515,wbe,Waritai,,-3.191,-3.269,138.417,138.495
6516,wbf,Wara,,10.821,10.642,-5.479,-5.271
6517,wbh,Wanda,,-8.032,-8.639,32.111,32.764
6518,wbi,Vwanji,,-8.837,-9.151,33.825,34.326
6519,wbj,Alagwa,,-4.456,-4.837,35.543,35.903
6520,wbk,Waigali,,35.283,34.738,70.728,71.224
6521,wbl,Wakhi,,37.827,36.356,71.816,78.461
6522,wbm,Wa, Vo,,24.167,21.215,98.369,100.471
6523,wbp,Warlpiri,,-17.258,-23.312,127.725,134.375
6524,wbq,Waddar,,19.977,17.928,76.283,77.327
6525,wbr,Wagdi,,24.193,23.185,73.387,74.417
6526,wbt,Wanman,,-21.989,-23.447,120.937,123.712
6527,wbv,Wajarri,,-27.423,-28.766,116.066,118.24
6528,wbw,Woi,,-1.488,-1.688,135.286,135.551
6529,wca,Yanomámi,,3.647,1.669,-64.078,-61.626
6530,wci,Gbe, Waci,,6.758,6.191,1.272,1.968
6531,wdd,Wandji,,-1.398,-1.699,12.659,13.131
6532,wdg,Wadaginam,,-4.494,-4.559,144.937,145.008
6533,wdj,Wadjiginy,,-12.56,-13.188,130.112,131.362
6534,wdu,Wadjigu,,-23.633,-23.968,147.169,147.673
6535,wea,Wewaw,,19.020577,19.020577,96.540526,96.540526
